product_id,name,category,price,stock_quantity,event_type
7903,Smartwatch,Accessories,872.38,69,INSERT
4077,Smartwatch,Gadgets,655.56,41,DELETE
1504,Laptop,Electronics,654.1,42,UPDATE
7440,Headphones,Gadgets,519.96,54,DELETE
7518,Smartphone,Accessories,25.99,17,UPDATE
8612,Smartwatch,Gadgets,947.61,54,INSERT
3652,Laptop,Electronics,342.16,63,UPDATE
7661,Smartphone,Electronics,726.19,82,UPDATE
4312,Smartwatch,Accessories,339.55,32,INSERT
4000,Laptop,Accessories,119.76,93,INSERT
8453,Smartphone,Gadgets,84.62,41,DELETE
7087,Laptop,Accessories,40.15,40,UPDATE
5164,Smartphone,Accessories,850.77,36,UPDATE
4297,Headphones,Gadgets,282.89,54,UPDATE
6616,Tablet,Electronics,580.25,97,INSERT
8500,Smartwatch,Accessories,260.94,75,DELETE
2496,Tablet,Electronics,48.53,28,DELETE
9698,Tablet,Electronics,878.47,67,UPDATE
2899,Headphones,Gadgets,462.61,21,INSERT
4297,Laptop,Accessories,286.68,1,INSERT
2198,Smartwatch,Electronics,288.4,8,UPDATE
7488,Headphones,Gadgets,403.52,74,UPDATE
8462,Tablet,Accessories,423.58,56,UPDATE
3388,Headphones,Electronics,255.85,4,UPDATE
8907,Smartwatch,Gadgets,241.97,22,INSERT
8308,Smartphone,Accessories,606.87,81,DELETE
6976,Tablet,Electronics,527.97,16,DELETE
7855,Headphones,Accessories,460.04,59,UPDATE
8871,Headphones,Accessories,833.49,68,INSERT
6830,Tablet,Electronics,665.19,71,DELETE
9265,Laptop,Gadgets,793.44,31,INSERT
8322,Tablet,Accessories,731.79,67,DELETE
7760,Tablet,Gadgets,679.04,99,INSERT
3523,Tablet,Accessories,816.21,94,INSERT
9356,Tablet,Accessories,283.45,13,UPDATE
2306,Headphones,Gadgets,534.78,10,INSERT
7424,Smartwatch,Accessories,241.73,58,UPDATE
4655,Headphones,Electronics,363.93,34,UPDATE
8117,Tablet,Electronics,887.54,27,DELETE
9341,Smartphone,Accessories,852.63,66,INSERT
9426,Headphones,Accessories,199.45,77,UPDATE
1809,Headphones,Gadgets,828.12,13,DELETE
8024,Headphones,Electronics,216.36,25,UPDATE
2854,Tablet,Gadgets,947.29,49,INSERT
7801,Laptop,Electronics,513.03,76,INSERT
5157,Tablet,Accessories,169.24,14,INSERT
1331,Laptop,Electronics,12.74,99,DELETE
5420,Tablet,Accessories,639.52,40,UPDATE
8022,Tablet,Electronics,39.79,61,INSERT
4670,Smartphone,Electronics,665.08,90,DELETE
5660,Smartwatch,Accessories,54.3,79,DELETE
7627,Smartphone,Gadgets,847.3,74,UPDATE
2690,Smartwatch,Electronics,782.17,85,UPDATE
7972,Tablet,Electronics,16.07,73,INSERT
1363,Tablet,Gadgets,385.9,10,UPDATE
3938,Smartwatch,Gadgets,205.08,55,INSERT
1064,Headphones,Electronics,329.78,57,UPDATE
7523,Laptop,Gadgets,504.08,74,DELETE
6960,Smartwatch,Gadgets,401.19,30,INSERT
6416,Laptop,Accessories,834.57,55,UPDATE
9705,Smartphone,Gadgets,57.83,6,INSERT
5066,Smartphone,Accessories,144.55,16,UPDATE
2534,Headphones,Gadgets,523.26,37,UPDATE
2057,Tablet,Gadgets,244.33,14,UPDATE
7684,Tablet,Accessories,236.14,58,DELETE
3759,Tablet,Electronics,956.14,65,UPDATE
6003,Tablet,Accessories,287.35,26,INSERT
9443,Headphones,Electronics,585.11,63,DELETE
4170,Laptop,Accessories,910.05,80,INSERT
1514,Headphones,Gadgets,939.01,20,DELETE
2400,Smartphone,Electronics,11.97,22,DELETE
2745,Smartwatch,Gadgets,966.75,37,DELETE
2482,Smartwatch,Accessories,435.07,14,UPDATE
7352,Smartwatch,Electronics,827.14,60,DELETE
3653,Tablet,Electronics,121.96,77,INSERT
3117,Smartwatch,Gadgets,56.66,48,DELETE
8303,Smartphone,Accessories,225.33,50,DELETE
8888,Laptop,Electronics,553.38,44,INSERT
5843,Laptop,Electronics,417.19,76,DELETE
6930,Laptop,Gadgets,702.97,40,UPDATE
9232,Headphones,Gadgets,333.37,24,DELETE
1787,Laptop,Accessories,774.93,70,DELETE
9563,Laptop,Accessories,355.13,36,UPDATE
9073,Smartwatch,Gadgets,462.36,73,UPDATE
3834,Smartwatch,Electronics,425.67,17,DELETE
7669,Headphones,Electronics,403.46,48,INSERT
1746,Laptop,Accessories,588.16,91,UPDATE
5362,Smartwatch,Electronics,317.47,38,UPDATE
3057,Headphones,Accessories,78.77,41,UPDATE
9053,Headphones,Electronics,915.91,59,DELETE
7898,Smartphone,Accessories,649.24,32,INSERT
7543,Tablet,Electronics,11.23,96,UPDATE
8818,Tablet,Electronics,797.67,95,DELETE
7465,Tablet,Electronics,752.93,8,INSERT
6213,Headphones,Gadgets,916.64,81,DELETE
5833,Laptop,Gadgets,430.32,56,UPDATE
3163,Smartwatch,Electronics,713.6,100,INSERT
6483,Laptop,Gadgets,315.94,65,DELETE
5689,Tablet,Electronics,723.27,98,DELETE
9924,Headphones,Electronics,17.05,30,DELETE
5401,Smartwatch,Gadgets,630.01,49,INSERT
6558,Headphones,Electronics,78.97,35,UPDATE
5095,Smartwatch,Accessories,909.79,51,DELETE
9721,Laptop,Electronics,209.96,57,DELETE
9122,Tablet,Electronics,60.77,22,DELETE
6049,Smartphone,Accessories,256.33,63,DELETE
1565,Laptop,Accessories,428.71,83,INSERT
7972,Headphones,Gadgets,190.14,53,DELETE
8811,Tablet,Electronics,409.09,80,DELETE
7978,Headphones,Electronics,526.0,95,INSERT
8329,Smartphone,Electronics,637.71,12,UPDATE
8576,Smartphone,Accessories,363.71,77,DELETE
7655,Tablet,Electronics,968.01,89,UPDATE
1358,Smartphone,Accessories,130.17,49,DELETE
1879,Smartphone,Accessories,107.81,41,INSERT
2983,Headphones,Electronics,492.64,45,INSERT
2259,Laptop,Accessories,61.68,39,UPDATE
2170,Tablet,Accessories,964.94,62,INSERT
5582,Headphones,Accessories,204.94,54,UPDATE
4011,Headphones,Gadgets,911.29,19,INSERT
5778,Smartphone,Accessories,331.85,87,DELETE
6226,Laptop,Gadgets,958.54,15,UPDATE
5763,Tablet,Gadgets,112.53,69,INSERT
4388,Smartwatch,Gadgets,632.84,87,UPDATE
8209,Smartwatch,Accessories,556.48,59,UPDATE
2254,Smartwatch,Accessories,257.44,81,INSERT
7144,Smartphone,Gadgets,439.73,31,UPDATE
1947,Laptop,Electronics,600.86,30,INSERT
8303,Smartwatch,Electronics,111.42,85,DELETE
6628,Tablet,Electronics,212.12,55,INSERT
1325,Tablet,Accessories,724.75,5,DELETE
7523,Laptop,Accessories,853.5,63,UPDATE
1035,Smartphone,Accessories,894.58,82,INSERT
5896,Smartphone,Accessories,250.85,97,INSERT
7305,Smartphone,Accessories,501.29,90,UPDATE
1102,Laptop,Electronics,34.79,57,DELETE
3514,Tablet,Gadgets,385.26,30,DELETE
5405,Smartphone,Gadgets,118.92,66,UPDATE
9901,Smartphone,Accessories,850.88,55,UPDATE
6647,Smartwatch,Electronics,70.62,99,DELETE
5324,Headphones,Gadgets,740.27,41,INSERT
8653,Laptop,Electronics,785.99,71,UPDATE
9220,Smartwatch,Electronics,442.64,94,INSERT
7682,Smartwatch,Electronics,780.55,50,UPDATE
3123,Headphones,Gadgets,156.12,7,INSERT
9796,Headphones,Gadgets,95.93,55,UPDATE
8000,Laptop,Accessories,235.41,82,INSERT
6633,Laptop,Gadgets,297.37,37,UPDATE
3304,Headphones,Gadgets,51.81,54,DELETE
6295,Laptop,Electronics,114.92,15,INSERT
9859,Smartwatch,Accessories,607.21,6,INSERT
1206,Smartwatch,Gadgets,712.98,92,DELETE
4433,Headphones,Electronics,618.81,50,DELETE
1665,Smartwatch,Gadgets,248.72,26,UPDATE
6820,Tablet,Electronics,238.1,94,UPDATE
5438,Smartwatch,Electronics,205.25,54,UPDATE
6179,Smartwatch,Gadgets,634.31,7,INSERT
5913,Headphones,Gadgets,748.47,74,DELETE
2110,Headphones,Electronics,793.67,36,DELETE
9432,Tablet,Accessories,409.18,70,DELETE
2816,Smartphone,Gadgets,729.81,39,UPDATE
5961,Smartwatch,Accessories,271.67,65,UPDATE
9530,Smartwatch,Gadgets,162.04,61,INSERT
5790,Smartphone,Electronics,896.92,43,UPDATE
8084,Headphones,Electronics,563.16,79,INSERT
5629,Smartwatch,Accessories,297.97,13,UPDATE
3119,Smartphone,Gadgets,70.79,41,UPDATE
7073,Smartphone,Electronics,273.63,94,DELETE
5695,Headphones,Electronics,632.64,47,UPDATE
2064,Tablet,Electronics,834.11,15,DELETE
4499,Laptop,Gadgets,617.89,81,INSERT
3704,Smartphone,Gadgets,995.51,95,DELETE
9050,Headphones,Accessories,53.51,96,UPDATE
2375,Tablet,Gadgets,92.57,29,INSERT
1249,Headphones,Accessories,24.51,89,DELETE
7522,Tablet,Accessories,127.57,55,DELETE
8250,Tablet,Electronics,812.18,34,DELETE
3820,Headphones,Electronics,271.82,96,INSERT
1133,Smartwatch,Accessories,338.17,46,UPDATE
6539,Headphones,Gadgets,191.38,71,DELETE
6572,Headphones,Electronics,181.25,69,INSERT
4500,Smartwatch,Accessories,865.53,30,INSERT
2489,Smartwatch,Accessories,373.31,61,UPDATE
1463,Tablet,Gadgets,856.59,58,UPDATE
5153,Laptop,Electronics,365.77,31,INSERT
8276,Smartwatch,Accessories,859.33,4,UPDATE
2300,Smartwatch,Electronics,746.47,91,INSERT
9794,Smartwatch,Gadgets,672.48,54,INSERT
1669,Tablet,Electronics,447.61,33,UPDATE
1091,Smartwatch,Electronics,531.14,8,DELETE
3366,Tablet,Accessories,135.05,97,INSERT
8322,Smartphone,Accessories,306.88,41,UPDATE
3723,Headphones,Electronics,743.07,84,INSERT
1451,Smartphone,Electronics,161.33,4,DELETE
5711,Tablet,Electronics,41.94,3,INSERT
5907,Headphones,Accessories,334.36,29,DELETE
5638,Headphones,Accessories,471.33,82,UPDATE
1808,Laptop,Electronics,195.12,86,INSERT
6461,Smartphone,Electronics,995.86,44,INSERT
5189,Smartwatch,Accessories,425.0,3,UPDATE
5868,Headphones,Electronics,660.26,88,UPDATE
1012,Smartwatch,Electronics,312.3,61,DELETE
8017,Smartphone,Gadgets,227.34,65,DELETE
3341,Smartwatch,Electronics,690.55,22,UPDATE
8233,Tablet,Gadgets,366.61,23,UPDATE
8683,Laptop,Gadgets,462.98,15,UPDATE
7767,Smartwatch,Accessories,694.29,54,DELETE
6377,Laptop,Electronics,499.63,79,INSERT
7926,Tablet,Accessories,737.05,70,DELETE
5452,Tablet,Gadgets,406.16,95,UPDATE
7140,Headphones,Accessories,135.54,7,UPDATE
2772,Headphones,Gadgets,832.54,20,DELETE
1046,Smartwatch,Electronics,154.72,46,INSERT
2301,Laptop,Accessories,948.26,7,INSERT
8021,Smartphone,Electronics,680.07,54,INSERT
9124,Tablet,Gadgets,657.45,87,UPDATE
8208,Headphones,Accessories,696.77,61,UPDATE
9079,Headphones,Accessories,886.63,41,INSERT
3080,Laptop,Accessories,106.48,14,DELETE
5041,Smartphone,Accessories,23.12,35,UPDATE
1898,Headphones,Accessories,759.58,57,INSERT
1961,Smartphone,Electronics,301.6,86,DELETE
8561,Laptop,Accessories,235.82,81,UPDATE
1594,Smartwatch,Electronics,356.81,6,UPDATE
2783,Laptop,Accessories,865.63,49,UPDATE
5902,Laptop,Accessories,32.21,69,UPDATE
3386,Smartphone,Accessories,562.47,52,UPDATE
9139,Tablet,Accessories,706.46,81,UPDATE
9986,Tablet,Accessories,868.65,50,UPDATE
7767,Tablet,Accessories,539.62,15,DELETE
8944,Headphones,Gadgets,948.5,80,DELETE
5066,Smartwatch,Gadgets,228.66,15,UPDATE
5698,Smartphone,Electronics,75.78,31,DELETE
4727,Laptop,Accessories,85.49,49,DELETE
6009,Headphones,Accessories,226.28,85,UPDATE
8944,Tablet,Gadgets,984.77,7,UPDATE
1704,Smartwatch,Accessories,487.74,65,INSERT
1773,Laptop,Gadgets,66.17,7,DELETE
3958,Laptop,Gadgets,822.94,74,DELETE
9809,Smartwatch,Electronics,838.58,11,INSERT
2339,Tablet,Electronics,985.86,45,INSERT
9152,Laptop,Gadgets,95.01,69,UPDATE
4610,Headphones,Gadgets,696.39,53,UPDATE
2368,Tablet,Accessories,603.99,31,UPDATE
1675,Tablet,Accessories,825.04,2,INSERT
9509,Headphones,Electronics,330.68,58,INSERT
2372,Laptop,Accessories,293.43,19,INSERT
9968,Smartwatch,Gadgets,323.01,22,INSERT
4430,Smartwatch,Gadgets,452.21,60,UPDATE
6773,Tablet,Electronics,291.73,60,INSERT
2368,Smartwatch,Gadgets,987.32,26,INSERT
6745,Headphones,Gadgets,600.06,65,UPDATE
4441,Smartphone,Gadgets,180.62,59,DELETE
2282,Laptop,Electronics,42.89,95,INSERT
3345,Tablet,Gadgets,542.05,44,DELETE
7445,Smartwatch,Accessories,615.24,17,DELETE
5241,Smartphone,Accessories,779.95,16,INSERT
7445,Headphones,Electronics,958.28,11,UPDATE
2746,Smartwatch,Gadgets,255.86,93,DELETE
4543,Tablet,Gadgets,249.03,93,UPDATE
8041,Smartphone,Gadgets,409.74,85,INSERT
5222,Headphones,Electronics,34.22,1,DELETE
7717,Laptop,Electronics,606.48,39,DELETE
5221,Headphones,Electronics,913.95,28,DELETE
4097,Smartwatch,Electronics,154.14,53,UPDATE
3124,Tablet,Electronics,835.08,52,UPDATE
2143,Laptop,Accessories,733.18,53,INSERT
6594,Smartphone,Electronics,128.38,86,INSERT
7476,Smartwatch,Accessories,747.98,43,UPDATE
2032,Tablet,Accessories,104.76,22,DELETE
5386,Smartphone,Electronics,822.16,80,INSERT
4103,Laptop,Accessories,816.63,42,INSERT
9947,Tablet,Electronics,335.05,92,DELETE
4053,Smartphone,Accessories,797.29,94,DELETE
4119,Tablet,Gadgets,918.28,1,UPDATE
1306,Laptop,Gadgets,122.9,55,UPDATE
6068,Smartwatch,Accessories,13.18,66,INSERT
4950,Smartphone,Gadgets,36.25,82,INSERT
7982,Headphones,Gadgets,332.88,12,UPDATE
6309,Smartwatch,Gadgets,601.76,94,UPDATE
7834,Smartwatch,Electronics,188.64,50,INSERT
7288,Tablet,Electronics,794.93,45,INSERT
2621,Tablet,Electronics,575.09,21,UPDATE
2412,Smartwatch,Gadgets,429.08,41,UPDATE
8382,Headphones,Gadgets,638.62,3,INSERT
1363,Smartphone,Gadgets,229.73,30,UPDATE
9324,Laptop,Gadgets,753.24,45,INSERT
1390,Tablet,Gadgets,253.05,70,UPDATE
2382,Smartwatch,Electronics,687.21,40,INSERT
6405,Tablet,Gadgets,17.92,35,INSERT
8087,Headphones,Electronics,265.28,80,UPDATE
6065,Smartphone,Gadgets,696.22,28,UPDATE
3212,Smartphone,Gadgets,254.44,49,DELETE
4847,Tablet,Electronics,791.62,29,DELETE
5824,Headphones,Gadgets,620.05,13,DELETE
1202,Laptop,Electronics,159.9,41,UPDATE
6919,Laptop,Electronics,145.03,86,DELETE
4480,Smartwatch,Accessories,489.54,93,DELETE
4147,Tablet,Electronics,574.81,32,INSERT
7372,Laptop,Accessories,577.87,27,INSERT
6562,Headphones,Gadgets,744.55,31,UPDATE
1604,Smartphone,Electronics,781.94,54,DELETE
1143,Smartwatch,Electronics,237.38,60,UPDATE
8006,Headphones,Accessories,235.24,93,UPDATE
7790,Smartwatch,Electronics,404.01,85,INSERT
1566,Smartwatch,Electronics,38.63,31,DELETE
1471,Headphones,Gadgets,595.12,55,INSERT
6184,Smartphone,Accessories,384.64,65,INSERT
5445,Smartwatch,Electronics,362.73,17,DELETE
4870,Smartwatch,Electronics,917.21,70,UPDATE
8867,Tablet,Accessories,211.82,99,INSERT
4319,Smartwatch,Electronics,692.31,64,UPDATE
8095,Headphones,Accessories,446.19,36,UPDATE
4178,Laptop,Gadgets,882.56,17,UPDATE
9765,Tablet,Electronics,980.4,46,INSERT
3001,Smartwatch,Gadgets,466.73,91,DELETE
9671,Headphones,Gadgets,733.7,75,UPDATE
5213,Smartwatch,Accessories,971.8,25,UPDATE
4717,Smartwatch,Electronics,762.31,70,DELETE
1261,Laptop,Electronics,800.13,94,INSERT
5470,Tablet,Gadgets,720.81,74,UPDATE
5927,Smartphone,Gadgets,933.74,23,UPDATE
7836,Smartphone,Gadgets,339.7,27,UPDATE
1191,Smartwatch,Gadgets,229.89,44,DELETE
7519,Tablet,Accessories,546.82,60,UPDATE
8297,Laptop,Accessories,850.51,26,UPDATE
3450,Smartwatch,Accessories,648.54,77,DELETE
8577,Tablet,Accessories,717.25,19,UPDATE
3109,Tablet,Accessories,118.83,30,DELETE
9761,Smartphone,Electronics,597.5,7,UPDATE
5841,Smartwatch,Gadgets,548.09,90,UPDATE
6539,Smartphone,Gadgets,649.55,61,UPDATE
3278,Smartphone,Accessories,795.64,84,INSERT
1201,Laptop,Gadgets,604.51,82,INSERT
3001,Laptop,Accessories,155.73,28,INSERT
8926,Smartphone,Electronics,358.7,45,DELETE
8679,Laptop,Accessories,842.72,29,DELETE
8339,Tablet,Gadgets,527.44,35,DELETE
9179,Laptop,Electronics,991.64,13,UPDATE
5988,Tablet,Accessories,117.42,5,UPDATE
5831,Tablet,Electronics,312.86,42,INSERT
3266,Smartwatch,Accessories,421.87,16,UPDATE
6053,Smartphone,Accessories,210.49,13,DELETE
8319,Laptop,Electronics,580.56,76,UPDATE
2496,Tablet,Electronics,175.04,34,DELETE
7195,Tablet,Accessories,304.91,43,UPDATE
2364,Laptop,Accessories,845.47,95,INSERT
3731,Smartwatch,Gadgets,184.83,7,UPDATE
5399,Tablet,Accessories,585.52,74,INSERT
9735,Headphones,Accessories,914.67,1,INSERT
6175,Smartwatch,Accessories,556.48,71,INSERT
8107,Tablet,Electronics,465.17,15,DELETE
1107,Smartphone,Gadgets,886.51,50,UPDATE
9909,Tablet,Electronics,797.28,35,DELETE
2193,Laptop,Accessories,674.33,9,DELETE
5925,Tablet,Accessories,89.25,54,UPDATE
4257,Laptop,Accessories,727.86,67,UPDATE
6565,Laptop,Accessories,399.16,48,UPDATE
2156,Smartwatch,Gadgets,246.67,8,DELETE
1355,Headphones,Electronics,761.79,69,DELETE
6579,Laptop,Accessories,583.88,43,INSERT
3219,Smartphone,Electronics,390.72,67,UPDATE
4882,Headphones,Electronics,190.09,36,DELETE
8680,Laptop,Gadgets,572.72,48,DELETE
6166,Tablet,Electronics,772.07,84,UPDATE
3209,Laptop,Accessories,891.34,82,UPDATE
4656,Headphones,Electronics,623.67,11,DELETE
4302,Laptop,Accessories,62.18,49,DELETE
2846,Laptop,Electronics,753.66,22,DELETE
4455,Headphones,Gadgets,509.21,56,DELETE
7324,Laptop,Gadgets,138.72,70,INSERT
2185,Headphones,Electronics,995.53,87,UPDATE
5192,Smartwatch,Accessories,131.57,57,UPDATE
6153,Smartwatch,Electronics,830.78,47,UPDATE
2386,Smartphone,Accessories,880.89,66,DELETE
9634,Headphones,Electronics,831.0,56,INSERT
9608,Laptop,Accessories,999.07,87,INSERT
1967,Laptop,Electronics,805.88,49,INSERT
5986,Smartphone,Gadgets,992.49,22,DELETE
3451,Laptop,Electronics,58.76,51,UPDATE
8422,Headphones,Accessories,962.66,7,UPDATE
4643,Smartwatch,Electronics,692.3,9,INSERT
7501,Smartphone,Accessories,920.94,58,DELETE
1867,Smartwatch,Accessories,333.37,25,INSERT
8317,Headphones,Gadgets,759.42,20,INSERT
1631,Smartphone,Electronics,64.66,72,DELETE
6155,Headphones,Electronics,53.34,87,DELETE
4184,Headphones,Accessories,99.84,93,UPDATE
1112,Smartwatch,Gadgets,87.57,9,UPDATE
3480,Laptop,Gadgets,896.76,17,DELETE
7409,Smartwatch,Gadgets,916.95,100,DELETE
4580,Smartphone,Gadgets,711.89,53,UPDATE
8687,Smartphone,Gadgets,375.96,32,INSERT
5910,Laptop,Gadgets,77.47,48,UPDATE
9507,Tablet,Gadgets,412.16,52,DELETE
1066,Headphones,Gadgets,896.27,34,DELETE
1936,Laptop,Accessories,170.39,87,DELETE
9372,Headphones,Accessories,479.62,5,UPDATE
2843,Smartphone,Electronics,869.81,35,DELETE
4021,Smartphone,Accessories,899.45,40,UPDATE
1196,Headphones,Gadgets,988.15,13,UPDATE
2212,Headphones,Electronics,158.57,44,DELETE
2235,Tablet,Electronics,331.8,64,UPDATE
5018,Laptop,Electronics,370.8,53,UPDATE
8453,Tablet,Accessories,658.97,67,DELETE
3361,Headphones,Gadgets,943.96,62,INSERT
3727,Smartphone,Accessories,78.91,96,DELETE
5960,Headphones,Electronics,536.06,49,INSERT
1603,Smartwatch,Gadgets,950.62,32,DELETE
4531,Headphones,Electronics,290.9,19,INSERT
5782,Smartphone,Accessories,385.4,21,INSERT
3331,Tablet,Accessories,755.52,81,INSERT
5854,Tablet,Accessories,604.64,89,DELETE
2972,Headphones,Gadgets,404.93,4,INSERT
3284,Smartphone,Gadgets,742.42,20,UPDATE
8781,Tablet,Accessories,200.9,54,UPDATE
9633,Tablet,Gadgets,434.4,33,UPDATE
4817,Smartphone,Electronics,183.95,42,INSERT
4163,Tablet,Electronics,53.97,70,DELETE
3703,Smartphone,Accessories,510.88,38,UPDATE
9778,Headphones,Accessories,215.62,4,UPDATE
3521,Smartwatch,Electronics,647.33,32,UPDATE
4015,Headphones,Gadgets,308.86,20,UPDATE
3187,Smartphone,Gadgets,795.3,73,UPDATE
4825,Laptop,Gadgets,92.47,30,INSERT
4234,Smartwatch,Electronics,37.68,26,UPDATE
8351,Smartphone,Gadgets,745.54,10,UPDATE
2901,Tablet,Gadgets,857.88,20,INSERT
9399,Laptop,Electronics,628.97,71,UPDATE
7208,Tablet,Electronics,545.38,14,INSERT
2597,Laptop,Electronics,290.7,92,INSERT
9616,Smartwatch,Accessories,140.32,74,DELETE
5551,Tablet,Accessories,120.37,87,UPDATE
8987,Smartwatch,Gadgets,495.24,28,INSERT
5587,Laptop,Accessories,329.13,29,DELETE
2276,Laptop,Accessories,992.08,76,UPDATE
5177,Laptop,Electronics,515.1,48,DELETE
1141,Smartphone,Gadgets,257.19,21,UPDATE
5222,Tablet,Electronics,361.47,68,DELETE
3414,Headphones,Electronics,13.17,30,INSERT
