product_id,name,category,price,stock_quantity,event_type
b9fe5b0d-4513-4c21-8078-afe2964d42ff,debate,choice,48.15,92,INSERT
bb4fd3d5-930e-4a4a-acb3-ea8659574ff6,yes,pull,17.63,82,UPDATE
335870ef-50ff-4408-a04b-04c08e296625,century,second,71.59,31,INSERT
f0608b9a-3b89-4095-9268-a22904a5c4ab,while,sign,35.64,5,DELETE
ab191028-fee1-4301-ab96-6d3cdb5453ec,court,size,71.25,76,DELETE
9ca43f41-4b5e-412d-ae16-d5d015060b53,hold,activity,59.1,38,UPDATE
c57f89fd-50f8-4224-9be9-7a25bfc1acfc,resource,reach,92.53,25,UPDATE
313238a0-4151-4669-befa-9a71966711a6,pull,religious,19.48,75,DELETE
b4260810-0bac-4cfb-8244-7f13b636443f,trade,week,21.71,49,INSERT
2a4234c5-4400-4ee0-9853-94592e50a6ba,no,about,56.8,64,INSERT
abfcec65-d243-40ca-966d-3f658e377f79,among,whether,21.33,25,UPDATE
56ad89d5-278f-40c1-bbb1-6170be3bd19a,realize,majority,57.11,42,DELETE
367d0853-3f62-487f-be55-44a011338d30,main,everybody,40.11,13,DELETE
89681dc0-46d8-4821-985d-a7ca42623da0,job,he,68.85,74,INSERT
7876ec64-a269-41ac-a75a-efd4524d3ace,Republican,reveal,69.92,82,UPDATE
14f41049-6f3d-4080-b923-2e113fdf6f57,voice,address,81.28,53,DELETE
006dd373-ac26-456d-9096-6a8ab91da426,over,create,63.27,57,UPDATE
105e295e-e675-4c42-88d7-382e831dea6e,fear,rich,24.16,61,DELETE
92a0f87d-3bbb-4533-bf3b-faba46f6ea34,move,system,61.11,44,DELETE
4b77b215-4c3e-4b79-b641-8dbf9c8aa206,type,employee,92.98,56,UPDATE
924a050c-d7db-4d83-9f37-7285d04f9c69,throw,reality,52.3,71,DELETE
606da3de-0e68-4e58-a344-cd7881f48e0b,ok,sea,23.52,80,DELETE
1943d179-c36d-4e73-975e-0ce3a5d2e0ac,morning,half,21.53,29,INSERT
89ca83c9-27b2-4d1d-9ae4-17a6e5ebd412,other,politics,55.39,75,UPDATE
19d9bb1b-4449-488d-a313-3dd4ac755313,again,economy,90.74,81,INSERT
74f8a573-10f6-4574-92c8-c36f506efe7f,against,capital,66.15,71,DELETE
8d9ad671-70fa-4a5c-8080-82a5580c533b,conference,prevent,27.39,96,DELETE
839f0c62-0f88-4fc0-a381-9fcd3eac0f51,choose,necessary,71.59,47,UPDATE
51f210f0-b376-42c5-acd5-cb22e5ef2987,over,spend,27.28,59,DELETE
a4a2799c-5683-4de7-81c7-0a78c88d425d,kitchen,same,83.39,48,INSERT
be7586fb-ff7b-4b1b-8670-826a2e2be4a4,participant,life,33.01,24,UPDATE
6a3f0d93-75a2-46f8-921c-734b2de09c4c,hear,foot,25.88,10,UPDATE
e27442d2-3e32-4b01-9bf2-21a1247a8aed,point,we,81.5,88,INSERT
ff674897-602e-400a-9473-724bb873b43f,series,home,62.39,52,INSERT
b1521b0b-3a05-4a24-80a8-0b274f8e3c9a,meeting,particularly,27.75,36,UPDATE
790df0ed-753a-446e-a060-c4e6e504759d,surface,continue,48.99,74,UPDATE
1336d1af-a9e2-4ffa-a0eb-09a74ec9c74a,dream,stage,55.32,78,INSERT
88971525-2d6d-446c-96f3-166aee0dad44,senior,agent,21.9,62,DELETE
49548de5-3dd7-4c08-ac01-0cd9e04412a4,lose,hit,33.45,25,INSERT
b843988f-ae4e-455d-a37c-31040a60b82f,read,stuff,16.8,33,DELETE
2d94d46f-588f-43b3-8373-ea345a6f6b9d,program,activity,88.29,62,INSERT
5c30a3d4-c608-45cf-8f81-fd0351d04d79,especially,magazine,79.41,80,DELETE
83741cd5-86cd-440c-a2d5-5f7d73427d96,marriage,drive,57.37,94,INSERT
2e353e90-9b2e-4ff9-b2a5-71c85e943475,exactly,woman,49.97,30,UPDATE
1fc9da12-b75a-47cc-9781-1164bccf667d,tell,process,25.92,4,UPDATE
6684b103-a62d-4df8-89b4-ff6ba90ebc25,main,group,47.31,39,INSERT
ded6027f-a816-41c0-a34c-f477f2d5dca1,dark,positive,51.06,40,UPDATE
c4743c18-ce5f-4db9-98af-3aa16364ea87,theory,town,73.69,66,DELETE
285247cf-b083-476b-b046-1c2b8e30ebda,tonight,commercial,75.57,7,DELETE
4a48622d-91a3-4970-be79-de5104dfc596,measure,Mrs,77.56,5,UPDATE
8e3a697e-4852-4ff5-b273-38d710895aa0,food,somebody,90.77,55,UPDATE
81eb09ff-06ec-41e9-95ca-40016dc84d8b,magazine,tough,39.04,57,DELETE
02afd2ac-e426-4d49-9b4d-ac12f4f1908e,century,collection,83.06,73,DELETE
c522eee6-031d-4151-9af9-95b214ee2ead,that,school,89.18,24,INSERT
7dae812f-f7eb-4336-9357-df071ec21435,attorney,red,20.57,31,UPDATE
85820711-0c3a-4bf6-87ef-48aaa96ee06f,outside,word,28.87,47,DELETE
f04ce246-4fac-4939-8bd6-a9d8a3285a4f,finally,we,67.99,20,UPDATE
9c6109ed-797c-4fec-b555-08c53392aabc,voice,brother,85.56,35,INSERT
6fe8a7ac-514a-43e6-9876-2aa4eedcac62,speech,finally,61.44,57,UPDATE
f410f714-b16c-4b25-b975-b09bfc47275c,study,assume,16.12,12,DELETE
d37b0e42-061b-4645-b8e0-3cbc050ac9a4,cause,PM,48.85,36,INSERT
5d01490e-28c8-42dc-8975-56a15fac2007,despite,my,31.78,42,DELETE
a5473973-a7b9-4dad-a3a9-a2cb5f2d28b6,remain,song,73.19,47,INSERT
6d24b6aa-9104-4909-a10f-a2fe3395a72d,plan,friend,13.13,92,DELETE
8ac81cdc-a622-4920-ac58-cb812ec62739,bill,thing,33.58,50,UPDATE
4fff966d-b482-4cfa-8438-deb60a262bda,data,six,81.82,13,INSERT
11f649d9-8aa6-4bc3-b087-1bdc2ccbabe0,in,season,83.93,84,UPDATE
5195dd1b-3b0a-4fc5-a80c-24604acef009,throughout,form,47.9,94,DELETE
a4ec60e9-17e9-4d02-85e7-d194921ed41c,summer,figure,32.97,53,UPDATE
9bd91dfb-28f4-4ef8-97e6-4abe88994cfa,fund,concern,84.98,7,INSERT
ea3609d6-20cd-42c5-9c7e-141324bd6d9f,ever,seek,57.78,100,INSERT
3f54c48b-6b4c-4eb7-9431-e10b4c920e08,stage,price,77.49,70,INSERT
8989f594-3062-45cf-b316-fc4a2d7f6bd2,will,drug,69.44,35,INSERT
ac91fc61-73fb-40bc-bd53-d22f277b0bba,quite,when,93.18,30,INSERT
6f16d721-a0b1-4ccc-9551-f01b169ebb7a,together,quickly,26.54,16,UPDATE
efead987-a2cb-40c7-b578-ba3adef0b4b3,though,staff,97.97,57,DELETE
be196199-b572-4453-beb8-b11ed395e0b7,word,make,92.42,58,INSERT
14f0422f-ee67-4f48-8069-251c8188ebae,management,investment,31.51,8,INSERT
0b6b7fdb-0ea4-4b6e-b081-d449c706e368,course,so,17.3,76,DELETE
a6076cb5-9929-48c8-b722-37d28904f52b,energy,officer,27.36,61,INSERT
ee5560a4-46e0-40a7-97f6-cc885d8d85d8,study,try,20.22,20,DELETE
72cd42a6-662e-4813-bc8c-1092302096d9,cause,sometimes,32.61,61,DELETE
1e0749b9-b22f-4d8a-8135-5fc46e89f347,letter,indeed,85.42,80,DELETE
4d120990-da28-4a46-a93b-9b7d6002d547,rich,firm,13.68,94,UPDATE
1afc85e8-2e1a-46e2-b191-a02fedf67b09,former,list,10.22,91,INSERT
6459187b-9778-436b-86a4-8ba40eef730c,decision,realize,11.1,7,DELETE
668a7719-9cf5-4cf7-8439-4a0760ca732c,soon,mission,15.96,93,UPDATE
4a0b6b3f-a2aa-485e-932e-6a541ce484fb,he,parent,34.02,16,INSERT
49051ef1-1ec9-4021-b756-758a16b568b7,commercial,to,54.67,89,UPDATE
fc4a45b9-8255-429b-bb0e-e1d9989ad319,station,assume,49.73,71,UPDATE
9b48b73e-3ce6-46c2-81f7-8f1433d50f63,very,water,75.37,72,DELETE
6faea56c-fb01-40f0-a3ee-d50d67c092ab,indeed,health,98.43,68,INSERT
eb28098e-46a5-46c4-bb23-51fa204cc15b,seat,concern,50.64,12,INSERT
5b739082-bcb6-49da-adf6-3e6865a38dfe,step,though,52.99,75,INSERT
557f4e1e-3f3a-409f-89e9-21a421c63617,space,natural,70.29,55,INSERT
e530f24d-8530-41a3-88c0-c9c81c48f44d,dream,single,48.92,53,DELETE
44147c51-2c31-46d9-a97a-0eab8acea225,southern,spend,11.93,48,DELETE
14eb7825-ebee-4f5a-ba9e-3236ec08b6f3,key,order,73.32,45,INSERT
969fa3ad-eeca-47c7-ac7c-c29f2f138f40,language,arm,90.67,97,DELETE
f3ef34c1-343d-4b6e-8b82-33d10c419de8,property,wife,97.89,25,UPDATE
29a97b70-1920-4ab0-a188-b7622cb641cd,least,together,47.02,42,DELETE
920695c6-ba61-4ff0-ad85-319c26eb5bb4,tonight,reduce,83.32,14,INSERT
10beab7b-0021-4e90-aab8-3566e1a0fef7,pattern,indeed,15.06,91,UPDATE
eaee3557-2414-4f8b-b1e3-f4f17e5bbdc6,politics,whole,82.91,37,DELETE
d7951d87-01f9-4f18-a50f-cbecc425c54b,many,stop,97.23,79,INSERT
c7d3fcb2-9619-43d7-a722-2f4872feb6a4,green,dream,17.18,92,UPDATE
773fb498-427c-4d24-9de7-074ad5aab8b3,the,tell,13.03,69,DELETE
ce9eb3ca-6843-4c7a-b4d4-6d165184ba16,occur,official,22.02,66,UPDATE
5c1ef328-4de0-4c8a-a034-0d5200c517ce,among,operation,11.68,66,UPDATE
2eeeff6e-7a08-4347-a553-95366fac1ccd,enter,them,85.48,67,INSERT
f0782775-8494-455a-872f-d10f355d371b,program,billion,74.45,3,DELETE
f4917c81-d442-469f-9fae-d21fad7eb211,decide,yet,26.76,97,UPDATE
c0c33e4a-4f6b-41c2-92fd-707a4fa62502,less,spend,91.67,92,DELETE
50def2d6-ddd6-4ca1-bbb6-4a9026e97c8b,pay,themselves,37.03,63,UPDATE
46e7680f-c922-4646-b158-b160bc79ec83,young,purpose,27.98,17,UPDATE
33aaa841-2aa4-4ef8-a9e1-b0854ba91a56,indicate,student,71.24,76,UPDATE
0cd49936-5438-4f76-987a-abea7f684aca,nice,themselves,21.06,37,UPDATE
25bb271f-6a31-4d26-b80c-f310de08c0f1,beautiful,quite,43.74,40,INSERT
bd519a95-4be4-443f-ab37-b06320fceb70,run,order,51.02,59,DELETE
fa364b21-4eda-451c-9492-3f4d1d0f5717,offer,establish,44.96,89,INSERT
24197b5c-247b-4cf8-9227-c54f4e11978a,keep,every,79.66,35,INSERT
2efdcb7d-ac7c-4884-8598-1e48b025e304,leg,discussion,79.41,100,UPDATE
3bcb3db7-56b4-402a-8371-91a2368bf8a0,able,hair,88.49,77,DELETE
7865f51b-753e-4197-8ba8-0b835d04d086,factor,audience,37.65,32,INSERT
b6983795-dd9f-417e-8788-b45ddfde38bc,officer,American,54.18,94,UPDATE
15044ec8-46f6-4dd3-b126-c876bb8b8e12,message,hospital,71.69,56,UPDATE
69cb33f1-d7b3-4987-b523-5b0266445d3d,financial,discuss,17.05,20,INSERT
9af1b980-28a1-4af3-aa24-ee2cdec32023,perform,son,96.96,19,DELETE
a238704b-16cc-413b-8caa-6e226cb5fce1,turn,those,78.27,74,INSERT
ea54efac-9387-4cea-9550-84257de2c02f,that,whole,47.54,43,INSERT
7ba2393b-2bd8-4569-923d-9ffd58403cd6,section,production,80.51,77,DELETE
51c0b9d9-224d-439e-9865-fe8d88e120ce,season,save,40.74,62,INSERT
27aaa450-dfd2-4106-8e46-67cb90637df7,produce,piece,39.32,13,DELETE
a52ba239-ee98-469b-b562-19fc352d3832,truth,material,18.92,30,INSERT
cd7a47f8-09e1-47ed-bd11-4a041d901a26,nature,middle,22.43,56,INSERT
a6270632-b0c0-419e-a8e3-5167cc5b967e,people,wear,15.06,40,INSERT
d44a2091-b4b7-4b78-a57c-c4e44fff9968,statement,laugh,39.3,34,INSERT
0e3c20e8-4595-4096-b4bd-fd96eaa58222,whom,read,48.72,6,DELETE
4d91154b-01ce-49a8-a984-0323e5977070,test,discover,27.69,95,UPDATE
9dec2fc3-a042-4b5a-b7fc-2f0ad87587f5,treat,issue,52.56,91,INSERT
27adf96c-1838-4993-b76a-567dc7896832,always,foot,87.46,62,DELETE
a0be88b9-f23e-40e3-8c19-457de3b168fb,small,teacher,21.84,27,INSERT
70c6777c-6f66-4d0f-8796-7b26b52b696c,majority,country,88.77,41,UPDATE
aa095074-9fbe-494f-bb71-f3d14772568e,billion,character,64.51,21,DELETE
3fd77aa2-43d2-4a4c-8586-e83c4bec7868,school,behind,52.35,17,UPDATE
d6f3b50a-ec89-446e-9825-c7d2f042ae4e,maintain,parent,87.06,24,DELETE
78ac1bb5-8010-4da4-8c17-18dac1456417,church,magazine,28.34,82,UPDATE
a116f5f5-081d-440f-8d14-7c6b5c211c91,animal,data,96.09,57,INSERT
634d3955-0f1c-45fe-8338-42e2932fb464,reason,trade,91.37,71,DELETE
4d8eff30-614f-4caf-9127-5dbfa3d25c51,always,when,87.76,54,DELETE
e0bbfba5-ec73-4d6e-b0e4-7fd9d035bbde,increase,evening,91.69,46,INSERT
f00fcddb-daba-4f1f-8ec1-614c8ec2d003,education,institution,71.57,22,DELETE
5c8aefab-fe45-4a5b-a3ba-f7f66c29621f,your,along,68.51,42,INSERT
4480112c-a54b-4c54-91a1-f51545d01f27,behavior,up,43.82,54,UPDATE
8388aeee-df91-40cd-be1c-3d38f3f806bc,number,at,11.46,73,UPDATE
2dc0b21c-ff17-497e-9476-eea191ad8dcf,rise,husband,73.93,7,INSERT
bd14d896-d36a-4ccb-8211-ce0490c8ce04,hope,value,89.14,65,INSERT
0fab9bdd-10fb-4e94-81cc-17645e70fd70,own,student,51.74,55,DELETE
3d7c19aa-90e7-4235-9826-a0b879dc6a71,evidence,allow,58.67,84,UPDATE
249f9cfc-5238-4a54-98d0-d4d97974ba5e,soldier,company,27.38,77,INSERT
62b9548c-5d73-44c4-8f3a-6070ed496027,song,score,94.12,10,INSERT
0d707a94-dbe4-4cd0-a77e-b023447af0cc,two,movie,46.38,91,INSERT
56b8ac1c-487a-49ee-a5e9-714066ff78f4,appear,party,70.6,83,DELETE
8b6c47a2-945d-46fd-a982-47ce7a4f86b7,political,under,89.63,100,INSERT
83b3ddf5-93f6-42e8-9982-0e1e3cc8eb3e,fine,loss,80.07,61,UPDATE
bae2e879-c803-4234-9382-dad6eea5f021,show,material,85.43,31,UPDATE
e95762f5-b77f-4ca9-8194-cfca8c149c86,research,sense,81.16,14,INSERT
37d5c2d3-1050-4c75-b943-0c51b0b60514,policy,bag,57.06,4,INSERT
60836d9c-ade3-489b-b315-eedc4d485834,crime,your,31.69,24,INSERT
9fb1939c-75ae-4f03-a343-5517295c1efc,test,scene,32.06,21,INSERT
35b3298d-240c-4fa5-afc6-a1b45b89fa74,task,particularly,23.6,33,INSERT
eb3f65b6-5d22-4455-bc0a-7c981eb3be5c,house,physical,19.88,86,INSERT
22e37dc8-856b-4f7c-bca4-64ebdc10b2da,go,they,66.48,62,INSERT
1447c343-e8d4-44b7-9a43-db2cb93e561e,simple,your,65.21,61,UPDATE
e101cd8d-c23f-482b-a84a-19556e9ade37,number,also,92.85,9,DELETE
f86e4e87-9f89-4973-81ec-f2a61fe6a201,work,than,14.79,52,DELETE
4bf41208-3e05-4747-8617-4c4abcbe71dc,television,fine,49.08,41,DELETE
0f6181b6-5f28-46e9-89f7-41659b4c2c51,become,a,80.98,69,UPDATE
962a8432-c673-4370-9960-ce214d81bf0a,compare,tough,48.59,19,UPDATE
3950a837-34c2-405a-9081-2d05ccdc264c,both,over,17.82,24,INSERT
492fd1fe-b238-43d3-8ce4-cb33d5a34199,practice,pay,47.76,95,INSERT
98496f9b-50b5-4cf8-bc7c-235a26884483,method,pass,45.67,94,DELETE
5309df8c-b0f4-457f-9e45-65f93a5325d4,language,toward,19.73,67,INSERT
274ec162-9347-4034-84f8-3a0c0faec0df,daughter,any,87.71,55,INSERT
39e82a23-4e11-4591-9f13-41c084f870b2,become,already,63.44,40,DELETE
9f140edb-53fd-40ca-a668-3b5a52dbdf65,catch,hot,30.89,90,INSERT
c3b06226-0253-447f-aa26-2ecdee817065,interest,edge,12.16,74,UPDATE
abd9603b-9143-4a42-894f-b6b25a6618d8,including,long,66.41,41,DELETE
aa350d8c-64de-4558-8e72-b732997f5db6,sell,dog,52.09,16,DELETE
cda8d58e-fb48-4abd-82ea-0aa8e2ba68b1,year,phone,31.31,19,DELETE
06ba5448-ac27-4c8f-952c-ec5a296e225c,score,produce,77.17,82,DELETE
e2233cee-84f2-4279-997b-ce3547c4ba4c,culture,will,81.65,43,INSERT
3a2451be-b9a5-4df1-bcdd-4505f5fb6939,important,tonight,42.34,12,INSERT
720def89-1257-4b11-b330-b2d8186d20a1,can,activity,86.18,55,INSERT
2e8f628e-eb70-459d-a58a-01676329423e,seat,cell,80.33,67,INSERT
7a9e4156-0dc1-4e71-a09e-d2a020bb3fae,office,national,58.45,20,UPDATE
cf0fee6f-e16c-4484-8633-dd5e226ce05f,town,physical,76.43,6,UPDATE
cd8c31ba-45ef-4436-bf54-8cae7ce620af,answer,pretty,73.0,95,INSERT
d9fb9783-3e08-44a5-9c8e-935bbf410ed0,affect,boy,15.35,87,INSERT
49112a2c-7af7-44fc-8db8-e9a0fbc02523,data,most,22.99,70,DELETE
877e0b9c-316d-44e0-915e-53954fb40fbf,bit,would,21.63,29,DELETE
68d038a7-e312-4764-ad6f-42ad1cf73ec8,strategy,recent,31.24,90,UPDATE
56a173c5-5c43-4e1c-9dc3-712085db8459,before,rule,30.18,96,DELETE
48bbf52f-d088-433c-9d00-5920310caa17,individual,explain,54.85,36,INSERT
90d33973-a66b-482c-ac10-5a1e81dfe4cb,force,police,85.05,12,INSERT
9b55a827-fffb-4e00-b082-27b22c525a14,score,weight,34.19,29,DELETE
1cd6aab5-0e44-415b-bb50-66bca7e52810,table,rule,51.06,78,INSERT
