product_id,name,category,price,stock_quantity
2260,Tablet,Electronics,127.57,59
1717,Laptop,Electronics,515.07,4
2514,Headphones,Electronics,602.03,34
2399,Smartphone,Accessories,650.99,14
4847,Headphones,Electronics,994.48,93
9840,Smartphone,Gadgets,453.57,43
4889,Tablet,Electronics,237.29,1
1386,Smartwatch,Accessories,690.61,49
5352,Headphones,Gadgets,826.35,13
9493,Smartwatch,Gadgets,133.22,82
1433,Smartwatch,Electronics,77.35,56
5541,Headphones,Electronics,679.77,22
8321,Laptop,Gadgets,555.24,56
1035,Tablet,Electronics,45.15,48
1475,Headphones,Gadgets,75.71,63
2435,Laptop,Electronics,594.58,51
4421,Smartphone,Electronics,376.47,32
8223,Tablet,Accessories,710.24,58
8240,Smartphone,Electronics,103.37,80
7377,Tablet,Accessories,707.2,97
7517,Smartwatch,Gadgets,178.27,17
5170,Tablet,Electronics,368.31,75
6930,Smartwatch,Electronics,866.76,89
7305,Tablet,Accessories,879.11,36
6029,Headphones,Gadgets,862.24,30
3518,Headphones,Electronics,45.81,40
9752,Smartwatch,Electronics,760.51,49
2486,Tablet,Gadgets,801.57,30
8206,Smartwatch,Gadgets,179.29,21
7433,Headphones,Gadgets,497.05,44
9492,Smartwatch,Electronics,464.86,99
8524,Smartphone,Gadgets,416.05,86
1966,Headphones,Electronics,129.32,98
9319,Headphones,Electronics,696.24,95
2656,Headphones,Gadgets,391.85,85
9203,Smartwatch,Accessories,415.89,68
7974,Smartwatch,Accessories,109.59,46
9959,Laptop,Accessories,982.8,60
6271,Smartphone,Accessories,260.18,80
2180,Tablet,Accessories,275.45,55
8677,Smartwatch,Gadgets,880.54,53
8896,Laptop,Gadgets,149.93,70
6174,Tablet,Gadgets,860.05,14
6098,Smartwatch,Accessories,776.89,73
6959,Laptop,Gadgets,766.33,46
9118,Headphones,Electronics,267.76,5
8798,Tablet,Electronics,594.91,91
9662,Smartwatch,Accessories,573.8,13
5879,Laptop,Accessories,386.3,97
1572,Smartwatch,Gadgets,49.76,64
7451,Laptop,Gadgets,839.74,74
4767,Laptop,Electronics,445.6,27
2671,Smartwatch,Accessories,502.2,16
6431,Laptop,Gadgets,743.53,78
3722,Smartwatch,Electronics,766.14,75
9709,Smartwatch,Accessories,471.01,58
7932,Headphones,Accessories,952.17,90
5065,Laptop,Electronics,112.82,37
4077,Smartwatch,Gadgets,655.56,41
1504,Laptop,Electronics,772.02,61
7440,Headphones,Gadgets,519.96,54
7518,Smartphone,Accessories,99.01,42
7779,Headphones,Electronics,872.79,92
3652,Laptop,Electronics,850.36,70
7661,Smartphone,Electronics,133.91,10
5280,Tablet,Gadgets,892.77,35
8762,Headphones,Accessories,743.07,38
8453,Smartphone,Gadgets,84.62,41
7087,Laptop,Accessories,776.22,24
5164,Smartphone,Accessories,119.56,36
4297,Headphones,Gadgets,802.88,60
1097,Tablet,Electronics,864.47,28
8500,Smartwatch,Accessories,260.94,75
2496,Tablet,Electronics,48.53,28
9698,Tablet,Electronics,50.45,27
1037,Smartwatch,Gadgets,350.58,97
4956,Headphones,Electronics,973.55,79
2198,Smartwatch,Electronics,865.94,73
7488,Headphones,Gadgets,21.39,70
8462,Tablet,Accessories,997.33,57
3388,Headphones,Electronics,892.22,7
1640,Smartphone,Electronics,787.46,93
8308,Smartphone,Accessories,606.87,81
6976,Tablet,Electronics,527.97,16
7855,Headphones,Accessories,484.52,66
1733,Smartphone,Gadgets,259.46,3
6830,Tablet,Electronics,665.19,71
1280,Laptop,Accessories,215.53,35
8322,Tablet,Accessories,731.79,67
7873,Laptop,Accessories,423.69,44
2751,Tablet,Electronics,39.88,19
9356,Tablet,Accessories,692.77,42
3693,Tablet,Electronics,230.88,29
7424,Smartwatch,Accessories,87.07,78
4655,Headphones,Electronics,820.03,27
8117,Tablet,Electronics,887.54,27
1496,Smartwatch,Gadgets,550.6,98
9426,Headphones,Accessories,755.99,82
1809,Headphones,Gadgets,828.12,13
8024,Headphones,Electronics,606.95,81
4613,Tablet,Accessories,610.32,40
6056,Tablet,Gadgets,271.03,56
4618,Tablet,Electronics,269.48,65
1331,Laptop,Electronics,12.74,99
5420,Tablet,Accessories,870.31,84
1905,Headphones,Accessories,489.03,61
4670,Smartphone,Electronics,665.08,90
5660,Smartwatch,Accessories,54.3,79
7627,Smartphone,Gadgets,934.04,100
2690,Smartwatch,Electronics,983.83,70
6483,Headphones,Electronics,65.46,82
1363,Tablet,Gadgets,372.91,79
8939,Tablet,Accessories,227.32,66
1064,Headphones,Electronics,731.11,80
7523,Laptop,Gadgets,504.08,74
1450,Laptop,Accessories,453.55,11
6416,Laptop,Accessories,387.04,43
6615,Headphones,Electronics,570.07,72
5066,Smartphone,Accessories,285.81,54
2534,Headphones,Gadgets,114.76,66
2057,Tablet,Gadgets,663.24,92
7684,Tablet,Accessories,236.14,58
3759,Tablet,Electronics,725.3,55
4649,Headphones,Accessories,268.2,31
9443,Headphones,Electronics,585.11,63
6518,Smartphone,Accessories,172.12,21
1514,Headphones,Gadgets,939.01,20
2400,Smartphone,Electronics,11.97,22
2745,Smartwatch,Gadgets,966.75,37
2482,Smartwatch,Accessories,274.66,86
7352,Smartwatch,Electronics,827.14,60
5365,Laptop,Electronics,313.91,78
3117,Smartwatch,Gadgets,56.66,48
8303,Smartphone,Accessories,225.33,50
7908,Headphones,Electronics,841.42,81
5843,Laptop,Electronics,417.19,76
6930,Laptop,Gadgets,570.05,87
9232,Headphones,Gadgets,333.37,24
1787,Laptop,Accessories,774.93,70
9563,Laptop,Accessories,882.25,59
9073,Smartwatch,Gadgets,316.38,78
3834,Smartwatch,Electronics,425.67,17
3716,Headphones,Gadgets,222.05,5
1746,Laptop,Accessories,465.82,61
5362,Smartwatch,Electronics,101.82,13
3057,Headphones,Accessories,929.9,43
9053,Headphones,Electronics,915.91,59
1769,Smartwatch,Gadgets,355.35,82
7543,Tablet,Electronics,429.06,70
8818,Tablet,Electronics,797.67,95
9346,Tablet,Electronics,486.34,88
6213,Headphones,Gadgets,916.64,81
5833,Laptop,Gadgets,217.45,75
6646,Tablet,Accessories,532.86,20
6483,Laptop,Gadgets,315.94,65
5689,Tablet,Electronics,723.27,98
9924,Headphones,Electronics,17.05,30
1444,Laptop,Accessories,883.21,35
6558,Headphones,Electronics,364.94,85
5095,Smartwatch,Accessories,909.79,51
9721,Laptop,Electronics,209.96,57
9122,Tablet,Electronics,60.77,22
6049,Smartphone,Accessories,256.33,63
2965,Headphones,Electronics,294.94,75
7972,Headphones,Gadgets,190.14,53
8811,Tablet,Electronics,409.09,80
8758,Headphones,Accessories,549.69,86
8329,Smartphone,Electronics,604.51,17
8576,Smartphone,Accessories,363.71,77
7655,Tablet,Electronics,605.66,18
1358,Smartphone,Accessories,130.17,49
7186,Smartphone,Electronics,785.9,31
9833,Headphones,Gadgets,482.89,69
2259,Laptop,Accessories,679.96,68
3041,Headphones,Electronics,797.29,38
5582,Headphones,Accessories,61.94,36
7587,Smartphone,Electronics,798.01,15
5778,Smartphone,Accessories,331.85,87
6226,Laptop,Gadgets,690.39,78
8418,Tablet,Gadgets,280.02,55
4388,Smartwatch,Gadgets,166.75,2
8209,Smartwatch,Accessories,210.79,21
8800,Laptop,Accessories,581.7,51
7144,Smartphone,Gadgets,303.25,62
5419,Headphones,Accessories,335.4,8
8303,Smartwatch,Electronics,111.42,85
9053,Smartwatch,Accessories,915.07,80
1325,Tablet,Accessories,724.75,5
7523,Laptop,Accessories,833.98,21
4009,Tablet,Electronics,927.14,86
8255,Smartwatch,Accessories,651.71,38
7305,Smartphone,Accessories,74.82,20
1102,Laptop,Electronics,34.79,57
3514,Tablet,Gadgets,385.26,30
5405,Smartphone,Gadgets,128.82,16
9901,Smartphone,Accessories,968.85,23
6647,Smartwatch,Electronics,70.62,99
9457,Smartwatch,Accessories,196.52,75
8653,Laptop,Electronics,659.12,74
1400,Smartphone,Gadgets,370.39,86
7682,Smartwatch,Electronics,457.14,70
8197,Headphones,Accessories,572.46,86
9796,Headphones,Gadgets,358.62,56
6437,Smartwatch,Gadgets,212.38,71
6633,Laptop,Gadgets,98.83,3
3304,Headphones,Gadgets,51.81,54
5458,Smartphone,Accessories,343.01,63
4435,Smartwatch,Electronics,925.39,59
1206,Smartwatch,Gadgets,712.98,92
4433,Headphones,Electronics,618.81,50
1665,Smartwatch,Gadgets,917.04,21
6820,Tablet,Electronics,156.18,18
5438,Smartwatch,Electronics,407.99,87
2287,Tablet,Accessories,562.13,43
5913,Headphones,Gadgets,748.47,74
2110,Headphones,Electronics,793.67,36
9432,Tablet,Accessories,409.18,70
2816,Smartphone,Gadgets,596.91,28
5961,Smartwatch,Accessories,869.06,40
1380,Smartwatch,Accessories,896.35,95
5790,Smartphone,Electronics,136.83,87
2486,Smartwatch,Gadgets,183.6,22
5629,Smartwatch,Accessories,171.65,19
3119,Smartphone,Gadgets,228.47,21
7073,Smartphone,Electronics,273.63,94
5695,Headphones,Electronics,683.47,60
2064,Tablet,Electronics,834.11,15
8122,Tablet,Gadgets,716.21,60
3704,Smartphone,Gadgets,995.51,95
9050,Headphones,Accessories,526.3,81
6389,Tablet,Gadgets,149.32,19
1249,Headphones,Accessories,24.51,89
7522,Tablet,Accessories,127.57,55
8250,Tablet,Electronics,812.18,34
7811,Laptop,Gadgets,994.76,81
1133,Smartwatch,Accessories,544.55,54
6539,Headphones,Gadgets,191.38,71
4081,Tablet,Electronics,203.52,63
5815,Tablet,Electronics,726.05,73
2489,Smartwatch,Accessories,530.5,57
1463,Tablet,Gadgets,280.78,1
3419,Laptop,Electronics,662.58,4
8276,Smartwatch,Accessories,423.63,58
4516,Laptop,Gadgets,273.53,13
1033,Smartphone,Accessories,156.06,100
1669,Tablet,Electronics,829.68,66
1091,Smartwatch,Electronics,531.14,8
3998,Headphones,Accessories,425.84,9
8322,Smartphone,Accessories,723.99,91
5703,Headphones,Accessories,666.16,44
1451,Smartphone,Electronics,161.33,4
2237,Smartphone,Gadgets,116.5,90
5907,Headphones,Accessories,334.36,29
5638,Headphones,Accessories,94.75,2
8389,Smartwatch,Gadgets,292.64,7
9486,Tablet,Electronics,20.78,49
5189,Smartwatch,Accessories,779.01,5
5868,Headphones,Electronics,547.53,82
1012,Smartwatch,Electronics,312.3,61
8017,Smartphone,Gadgets,227.34,65
3341,Smartwatch,Electronics,986.2,72
8233,Tablet,Gadgets,435.38,47
8683,Laptop,Gadgets,910.19,9
7767,Smartwatch,Accessories,694.29,54
1715,Smartwatch,Accessories,772.06,41
7926,Tablet,Accessories,737.05,70
5452,Tablet,Gadgets,660.88,31
7140,Headphones,Accessories,642.27,46
2772,Headphones,Gadgets,832.54,20
7191,Tablet,Gadgets,572.6,70
6598,Laptop,Accessories,968.01,45
2372,Laptop,Electronics,808.87,57
9124,Tablet,Gadgets,693.75,88
8208,Headphones,Accessories,566.92,48
6595,Tablet,Gadgets,679.89,12
3080,Laptop,Accessories,106.48,14
5041,Smartphone,Accessories,179.49,15
3573,Smartwatch,Accessories,587.5,55
1961,Smartphone,Electronics,301.6,86
8561,Laptop,Accessories,697.56,95
1594,Smartwatch,Electronics,669.11,73
2783,Laptop,Accessories,527.01,45
5902,Laptop,Accessories,806.71,77
3386,Smartphone,Accessories,786.86,40
9139,Tablet,Accessories,483.59,65
9986,Tablet,Accessories,367.87,30
7767,Tablet,Accessories,539.62,15
8944,Headphones,Gadgets,948.5,80
5066,Smartwatch,Gadgets,438.72,85
5698,Smartphone,Electronics,75.78,31
4727,Laptop,Accessories,85.49,49
6009,Headphones,Accessories,835.15,22
8944,Tablet,Gadgets,345.23,31
8160,Smartwatch,Electronics,510.13,85
1773,Laptop,Gadgets,66.17,7
3958,Laptop,Gadgets,822.94,74
2467,Tablet,Accessories,450.66,68
8216,Headphones,Electronics,885.7,70
9152,Laptop,Gadgets,36.25,42
4610,Headphones,Gadgets,443.47,29
2368,Tablet,Accessories,27.59,39
1906,Smartwatch,Gadgets,337.16,80
4263,Laptop,Electronics,998.03,47
5205,Tablet,Accessories,58.35,88
9712,Smartphone,Accessories,640.17,42
4430,Smartwatch,Gadgets,156.41,72
3986,Headphones,Accessories,992.69,97
4300,Laptop,Electronics,696.83,2
6745,Headphones,Gadgets,502.51,97
4441,Smartphone,Gadgets,180.62,59
1032,Smartphone,Accessories,92.14,43
3345,Tablet,Gadgets,542.05,44
7445,Smartwatch,Accessories,615.24,17
8481,Smartwatch,Electronics,118.37,39
7445,Headphones,Electronics,129.74,53
2746,Smartwatch,Gadgets,255.86,93
4543,Tablet,Gadgets,416.06,38
6494,Smartwatch,Gadgets,292.18,36
5222,Headphones,Electronics,34.22,1
7717,Laptop,Electronics,606.48,39
5221,Headphones,Electronics,913.95,28
4097,Smartwatch,Electronics,82.67,86
3124,Tablet,Electronics,938.08,90
1447,Headphones,Electronics,451.87,51
5648,Tablet,Gadgets,345.64,17
7476,Smartwatch,Accessories,906.76,16
2032,Tablet,Accessories,104.76,22
4968,Smartphone,Electronics,436.07,8
2726,Smartphone,Electronics,418.22,62
9947,Tablet,Electronics,335.05,92
4053,Smartphone,Accessories,797.29,94
4119,Tablet,Gadgets,162.16,78
1306,Laptop,Gadgets,435.49,95
1974,Tablet,Gadgets,541.66,52
3174,Smartwatch,Electronics,106.15,16
7982,Headphones,Gadgets,904.92,57
6309,Smartwatch,Gadgets,751.61,81
2934,Smartwatch,Gadgets,313.09,42
4039,Smartwatch,Gadgets,894.29,30
2621,Tablet,Electronics,900.49,59
2412,Smartwatch,Gadgets,241.21,76
1091,Smartphone,Electronics,568.02,6
1363,Smartphone,Gadgets,860.49,68
4743,Tablet,Accessories,18.97,61
1390,Tablet,Gadgets,182.47,82
8892,Headphones,Gadgets,415.92,23
5046,Smartwatch,Gadgets,764.65,76
8087,Headphones,Electronics,456.74,41
6065,Smartphone,Gadgets,23.46,70
3212,Smartphone,Gadgets,254.44,49
4847,Tablet,Electronics,791.62,29
5824,Headphones,Gadgets,620.05,13
1202,Laptop,Electronics,233.18,94
6919,Laptop,Electronics,145.03,86
4480,Smartwatch,Accessories,489.54,93
4973,Smartphone,Gadgets,84.27,81
6394,Smartphone,Accessories,456.56,58
6562,Headphones,Gadgets,778.58,53
1604,Smartphone,Electronics,781.94,54
1143,Smartwatch,Electronics,521.81,10
8006,Headphones,Accessories,364.35,19
5150,Smartwatch,Electronics,303.55,82
1566,Smartwatch,Electronics,38.63,31
2077,Headphones,Gadgets,24.16,61
5709,Tablet,Accessories,741.26,27
5445,Smartwatch,Electronics,362.73,17
4870,Smartwatch,Electronics,733.48,13
7242,Smartphone,Electronics,935.91,79
4319,Smartwatch,Electronics,551.79,100
8095,Headphones,Accessories,83.61,58
4178,Laptop,Gadgets,850.82,48
5542,Tablet,Accessories,297.7,56
3001,Smartwatch,Gadgets,466.73,91
9671,Headphones,Gadgets,393.32,17
5213,Smartwatch,Accessories,354.63,100
4717,Smartwatch,Electronics,762.31,70
5463,Headphones,Gadgets,453.56,94
5470,Tablet,Gadgets,465.55,69
5927,Smartphone,Gadgets,570.96,4
7836,Smartphone,Gadgets,41.23,67
1191,Smartwatch,Gadgets,229.89,44
7519,Tablet,Accessories,109.87,53
8297,Laptop,Accessories,818.35,57
3450,Smartwatch,Accessories,648.54,77
8577,Tablet,Accessories,28.37,13
3109,Tablet,Accessories,118.83,30
9761,Smartphone,Electronics,518.19,39
5841,Smartwatch,Gadgets,827.85,7
6539,Smartphone,Gadgets,719.05,75
3862,Tablet,Accessories,275.29,66
5572,Tablet,Electronics,878.49,66
5520,Tablet,Gadgets,232.22,30
8926,Smartphone,Electronics,358.7,45
8679,Laptop,Accessories,842.72,29
8339,Tablet,Gadgets,527.44,35
9179,Laptop,Electronics,582.64,75
5988,Tablet,Accessories,786.94,50
2951,Laptop,Accessories,220.75,79
3266,Smartwatch,Accessories,324.9,3
6053,Smartphone,Accessories,210.49,13
8319,Laptop,Electronics,160.88,79
2496,Tablet,Electronics,175.04,34
7195,Tablet,Accessories,262.29,9
8385,Headphones,Accessories,472.39,20
3731,Smartwatch,Gadgets,631.93,13
9649,Smartphone,Gadgets,904.13,100
4014,Tablet,Accessories,753.28,74
9470,Smartwatch,Accessories,973.8,91
8107,Tablet,Electronics,465.17,15
1107,Smartphone,Gadgets,146.43,37
9909,Tablet,Electronics,797.28,35
2193,Laptop,Accessories,674.33,9
5925,Tablet,Accessories,191.84,61
4257,Laptop,Accessories,540.9,51
6565,Laptop,Accessories,340.51,23
2156,Smartwatch,Gadgets,246.67,8
1355,Headphones,Electronics,761.79,69
3120,Smartphone,Accessories,89.29,91
3219,Smartphone,Electronics,536.77,14
4882,Headphones,Electronics,190.09,36
8680,Laptop,Gadgets,572.72,48
6166,Tablet,Electronics,74.87,82
3209,Laptop,Accessories,459.0,26
4656,Headphones,Electronics,623.67,11
4302,Laptop,Accessories,62.18,49
2846,Laptop,Electronics,753.66,22
4455,Headphones,Gadgets,509.21,56
2558,Smartphone,Electronics,531.57,53
2185,Headphones,Electronics,841.54,72
5192,Smartwatch,Accessories,537.0,22
6153,Smartwatch,Electronics,667.21,23
2386,Smartphone,Accessories,880.89,66
6233,Laptop,Electronics,285.76,71
7660,Smartwatch,Accessories,799.88,42
7801,Headphones,Accessories,347.2,85
5986,Smartphone,Gadgets,992.49,22
3451,Laptop,Electronics,104.69,73
8422,Headphones,Accessories,374.17,70
5911,Smartwatch,Accessories,599.52,96
7501,Smartphone,Accessories,920.94,58
2986,Smartwatch,Gadgets,43.96,66
9363,Headphones,Accessories,24.49,13
1631,Smartphone,Electronics,64.66,72
6155,Headphones,Electronics,53.34,87
4184,Headphones,Accessories,918.86,41
1112,Smartwatch,Gadgets,294.02,43
3480,Laptop,Gadgets,896.76,17
7409,Smartwatch,Gadgets,916.95,100
4580,Smartphone,Gadgets,865.87,53
9881,Tablet,Accessories,986.06,54
5910,Laptop,Gadgets,602.03,15
9507,Tablet,Gadgets,412.16,52
1066,Headphones,Gadgets,896.27,34
1936,Laptop,Accessories,170.39,87
9372,Headphones,Accessories,434.2,90
2843,Smartphone,Electronics,869.81,35
4021,Smartphone,Accessories,916.8,48
1196,Headphones,Gadgets,303.5,68
2212,Headphones,Electronics,158.57,44
2235,Tablet,Electronics,310.04,44
5018,Laptop,Electronics,752.37,83
8453,Tablet,Accessories,658.97,67
9751,Smartphone,Gadgets,333.58,39
3727,Smartphone,Accessories,78.91,96
8579,Laptop,Electronics,698.27,93
1603,Smartwatch,Gadgets,950.62,32
4133,Headphones,Electronics,786.19,29
2312,Tablet,Electronics,339.56,10
1022,Smartwatch,Accessories,406.76,53
5854,Tablet,Accessories,604.64,89
7542,Headphones,Accessories,88.29,12
3284,Smartphone,Gadgets,744.45,56
8781,Tablet,Accessories,207.65,35
9633,Tablet,Gadgets,216.81,11
6650,Tablet,Electronics,675.77,84
4163,Tablet,Electronics,53.97,70
3703,Smartphone,Accessories,897.1,72
9778,Headphones,Accessories,512.74,42
3521,Smartwatch,Electronics,962.38,54
4015,Headphones,Gadgets,752.24,68
3187,Smartphone,Gadgets,161.27,83
8093,Laptop,Electronics,766.43,21
4234,Smartwatch,Electronics,877.17,84
8351,Smartphone,Gadgets,400.85,97
6005,Smartphone,Gadgets,653.88,35
9399,Laptop,Electronics,554.67,1
5024,Headphones,Gadgets,862.13,30
9836,Tablet,Gadgets,774.03,46
9616,Smartwatch,Accessories,140.32,74
5551,Tablet,Accessories,255.07,8
8754,Smartwatch,Accessories,508.14,35
5587,Laptop,Accessories,329.13,29
2276,Laptop,Accessories,661.88,12
5177,Laptop,Electronics,515.1,48
1141,Smartphone,Gadgets,484.29,71
5222,Tablet,Electronics,361.47,68
9683,Headphones,Gadgets,942.45,1
5007,Tablet,Gadgets,732.09,5
8287,Smartwatch,Electronics,300.87,5
1133,Smartphone,Accessories,12.74,44
2829,Tablet,Accessories,941.06,49
1322,Smartwatch,Gadgets,799.13,73
3594,Smartphone,Electronics,831.23,68
4722,Tablet,Accessories,627.77,24
1993,Smartwatch,Accessories,146.43,44
9368,Headphones,Gadgets,230.33,43
7243,Smartphone,Electronics,829.78,10
5809,Tablet,Accessories,495.27,86
7634,Smartphone,Accessories,335.25,12
4978,Smartphone,Electronics,771.15,49
1578,Laptop,Gadgets,895.23,16
7968,Tablet,Accessories,481.63,97
9566,Headphones,Gadgets,129.21,65
6718,Tablet,Accessories,968.26,41
9524,Tablet,Gadgets,109.7,88
6407,Tablet,Gadgets,145.78,95
2326,Smartphone,Accessories,374.34,68
7232,Smartwatch,Gadgets,655.34,9
1699,Smartwatch,Accessories,965.62,63
6752,Headphones,Electronics,589.29,84
6171,Headphones,Gadgets,929.04,9
6434,Laptop,Electronics,435.86,8
8043,Laptop,Gadgets,778.4,67
7390,Smartwatch,Gadgets,107.32,40
3850,Tablet,Accessories,867.78,28
6519,Laptop,Accessories,665.93,35
1528,Tablet,Gadgets,550.74,16
2747,Smartwatch,Gadgets,351.7,75
9620,Headphones,Accessories,992.37,20
4612,Smartwatch,Electronics,851.8,30
1864,Headphones,Gadgets,439.45,17
7643,Smartphone,Accessories,256.97,36
9763,Headphones,Gadgets,792.86,61
7335,Headphones,Electronics,831.14,64
8145,Laptop,Gadgets,176.5,30
5651,Smartphone,Electronics,14.42,63
9592,Smartphone,Electronics,258.55,33
6090,Headphones,Electronics,106.56,82
3051,Laptop,Electronics,411.09,40
5772,Tablet,Gadgets,82.67,47
4829,Smartphone,Gadgets,796.48,74
1334,Headphones,Electronics,317.16,7
3228,Laptop,Gadgets,528.76,23
5328,Laptop,Gadgets,291.03,35
8117,Smartphone,Electronics,309.57,43
1883,Headphones,Gadgets,95.37,9
4363,Headphones,Electronics,913.46,55
4690,Laptop,Accessories,588.55,76
6325,Tablet,Accessories,796.12,34
6687,Tablet,Accessories,397.94,7
1444,Tablet,Gadgets,820.62,27
5539,Laptop,Accessories,40.77,23
5917,Smartwatch,Gadgets,76.86,78
9960,Laptop,Electronics,931.77,20
5621,Smartphone,Electronics,687.5,40
6734,Headphones,Gadgets,401.31,80
7515,Laptop,Accessories,61.79,89
6923,Headphones,Gadgets,739.52,28
6547,Tablet,Electronics,642.35,64
4615,Tablet,Accessories,851.25,14
6480,Headphones,Accessories,754.89,24
9620,Headphones,Electronics,728.0,16
5422,Tablet,Electronics,982.22,3
7062,Smartwatch,Gadgets,778.41,84
4890,Smartphone,Gadgets,661.61,21
4975,Smartphone,Accessories,125.4,35
6388,Tablet,Gadgets,164.95,33
5145,Laptop,Gadgets,874.82,26
2682,Headphones,Gadgets,140.91,39
3475,Smartwatch,Gadgets,189.73,80
6730,Headphones,Gadgets,402.35,68
5108,Smartwatch,Accessories,203.73,63
8918,Laptop,Gadgets,848.87,43
4051,Laptop,Electronics,231.78,100
6582,Smartphone,Gadgets,896.99,37
8045,Smartphone,Accessories,21.24,4
7416,Headphones,Gadgets,431.77,30
3261,Smartphone,Accessories,545.12,41
2262,Tablet,Gadgets,290.3,41
6727,Tablet,Electronics,109.96,42
4434,Headphones,Electronics,633.09,41
1946,Laptop,Electronics,338.42,56
8986,Laptop,Gadgets,209.93,8
4540,Headphones,Gadgets,341.09,93
4794,Tablet,Gadgets,517.63,75
6523,Tablet,Electronics,106.56,31
2069,Smartwatch,Accessories,855.24,46
7754,Tablet,Accessories,174.59,79
4206,Laptop,Electronics,927.37,24
6138,Smartphone,Gadgets,990.07,50
9950,Smartwatch,Accessories,698.64,24
7122,Tablet,Accessories,485.06,70
4934,Laptop,Accessories,704.39,96
4057,Smartphone,Gadgets,768.73,54
5375,Laptop,Electronics,252.1,44
7991,Headphones,Electronics,552.84,85
1529,Headphones,Accessories,241.75,56
4350,Headphones,Accessories,664.97,99
4767,Laptop,Gadgets,734.6,40
4568,Headphones,Gadgets,751.29,45
6770,Smartphone,Electronics,312.06,3
7881,Smartphone,Accessories,400.55,27
2370,Tablet,Electronics,749.71,98
3713,Smartwatch,Accessories,710.48,21
2411,Headphones,Electronics,633.94,21
6308,Headphones,Gadgets,936.53,69
9907,Smartwatch,Gadgets,530.26,37
8734,Smartphone,Electronics,700.98,56
7510,Smartwatch,Gadgets,782.85,8
2811,Laptop,Accessories,63.73,85
6129,Tablet,Accessories,724.83,55
3057,Smartwatch,Electronics,422.41,54
5972,Smartwatch,Electronics,740.05,26
6292,Smartwatch,Gadgets,540.13,9
4647,Smartwatch,Accessories,351.89,55
4066,Smartphone,Electronics,892.48,16
9261,Laptop,Gadgets,30.11,56
7400,Tablet,Accessories,44.8,42
7599,Laptop,Accessories,859.6,35
6004,Laptop,Electronics,50.37,67
9765,Smartwatch,Electronics,437.42,3
6166,Laptop,Gadgets,377.19,44
6848,Smartphone,Electronics,753.87,33
5148,Smartphone,Electronics,905.53,72
5230,Headphones,Electronics,359.22,6
7708,Smartphone,Accessories,539.79,49
9485,Tablet,Electronics,228.85,72
7214,Tablet,Accessories,20.04,19
2371,Laptop,Gadgets,10.31,49
7895,Headphones,Accessories,862.18,93
1882,Smartwatch,Gadgets,559.45,34
8153,Laptop,Accessories,463.65,96
2181,Smartphone,Accessories,360.76,31
3692,Laptop,Electronics,809.04,73
1261,Tablet,Gadgets,213.83,15
8530,Tablet,Gadgets,436.92,12
3493,Tablet,Gadgets,182.87,20
6725,Smartwatch,Accessories,721.59,90
4308,Smartphone,Electronics,217.01,96
7988,Smartphone,Electronics,631.66,43
4015,Smartphone,Gadgets,77.49,21
3378,Smartwatch,Electronics,375.47,16
9619,Smartphone,Electronics,463.88,16
5308,Smartwatch,Electronics,232.42,7
3484,Laptop,Electronics,612.55,88
